"X","Comment","label"
213,"قیمت بلغور جو رو بسته اش زده ۲۲۲۵۰۰ ریال 
اما قیمتی که فروخته شده ۴۵۱۰۰۰ ریال .
تولیدش ۱۴۰۰،۱۱،۱۰
انقضاش ۱۴۰۱،۱۱،۱۰ هستش 
یعنی حدود ۳ هفته دیگه منقضی میشه",0
2661,"جای زعفران شکسته بود. وشیشه در دار درش چند تکه و جداست البته من سایز کوچیک برای زعفران میخواستم ولی خیلی بزرگه درشم خرابه.",1
3004,"یکی از کیسه ها پاره شده بود و محصول مایع لباسشویی پرسیل تحویل داده نشد",2
2025,"تمام قارچها تاریخ گذشته بود ولی مجدد تاریخ خورده و سیاه شده
هزینه تحویل سریع زدم ولی خیلی دیر تحویل دادن",1
2717,"پیک در تحویل کالاهای شکستنی میبایست دقت بیشتری کند",3
2350,"پیک خیلی غر زد که مقدار سفارش زیاده و بلاخره راضیش کردم که .... اورد داخل ایانسور گذاشت و ممنونش هم هیتم ولی یکی از نوشابه گازدارها نصفش کمتر خالی شده بود چیزی دیگه توش نبود!!! و مهمتر از همه هیچ کدوم از کد تخفیف ها کار نمیده الکیه من چند باره دارم میزنم و کار نمیده سرکارمون گذاشتن، خب ما که زور نکردیم ، نفرستید کد تخفیف والا",0
2924,"تعداد ۱۴ کالا کسر دارد تحویل داده شده است با پشتیبانی هم تماس گرفتم",1
3213,"درب شامپو شل بسته شده بود یک مقدار ریخته بود",2
2330,"شنسل ها و پیتزا نرم شده بودند و یخشان باز شده بود",3
660,"نزدیک بودن تاریخ انقضاء کالا",1
821,"گوشه های تمام کاغذ ها خم شده و شکسته شده.",2
1006,"موز و بقیه میوه ها بجز هویج کیفیت خوبی نداشتتد",1
65,"ریخته بود تو پلاستیک",2
1131,"تابه رو رنگ قرمز آوردن چرا؟",1
1793,"با سلام
حداقل انتظار از مجموعه اسنپ این هست که آداب اولیه صحبت کردن و مشتری‌مداری را به پیک‌ها گوشزد کنند.",3
3237,"پیک خیلی بد صحبت می کرد ... لوکیشن بد ... درست آدرس نداید..کلی قرقر ... بد صحبت کردند ...
در صورتی که من چندین بار دارم خرید میکنم و این بار اولم نبود نه آدرسم تغییر کرده نه لوکیشین...",3
1866,"برادر/خواهر ،دوست عزیز روی بسته تخم مرغ نوشته شده تخم مرغ قهوه ای ،بعد شما به عنوان تخم مرغ محلی به من فروختید،من متوجه نمی شم چه کسی برای رنگ پوست تخم مرغ، تخم مرغ رو می خره که رنگش می کنن غیر از کلاه برداری؟حالا رنگش کردن حداقل بگید که نره تو پاچمون ...تخم مرغ قهوه ای عنوان محصول هست لطفا تو سایت اصلاح بفرمایید ننویسید محلی ،این تخم مرغ محلی نیست،همون ماشینی هست که پوستش رنگ شده. /بسته بندی کالاها با دقت انجام شده بود ممنون از مسئولیت پذیری بخش بسته بندی .",1
1268,"بسته بندی لپه سوراخ شده بود کاملا ریخته بود
سس گوجه فرهنگی تند بیژن تاریخش گذشته",1
485,"بسته پنیر پیتزا خاکی بود،،،
حتما زمین افتاده،،،

چند وقت پیش هم مثل این بود که قوطی خامه لگد شده،،
در ضمن یخ داخل کیسه هم آب شده بود و پاره بود،،
و خامه توی اون آب یخ خیس خورده بود،،
البته اطلاع داده بودم به پشتیبانی ،
اما پنیر پیتزای امروز هم خاکی شده بود!!!!!!",1
2173,"سلام وقت بخیر 
ما خرید زیاد داریم از شما 
کارتون درسته 
تقریبا تمامی موارد بالا که در عیب ها ذکر شده برعکسش به عنوان حسن در نظر می گیرم فقط گوشتی که ارسال شد زیرش بعضی از نقاط سیاه بود و کمی بو می داد ببینید گوشت داستانش با بقیه خوراکی ها فرق داره خرابیشم خدا نکرده هم‌مسمویت داره هم پولت حروم میشه لطفا بگین دقت بیشتری داشته باشن ما خیلی بهتون اعتماد داریم که گوشت و مرغ خرید می‌کنیم مد نظرتون باشه 
ضمنا در چند بسته قبلی بسته بندی یخ ها ضعیف بود یعنی نوعشم‌فرق داره یه جورایی آب شده بود و داخل پلاستیک ریخته بود اینم درستش کنین 
با تشکر از اسنپ مارکت و کارکنان زحمتکش و فهیمش",1
1685,"قسمت مشکل ارسال هم اعلام کردم به جای پرتقال خونی برام نارنگی ارسال شده. تا الان پیگیری انجام نشده.",1
2172,"مشکل عدم هماهنگی اپلیکیشن با انبار اسنپ و متوجه نشدن انبار برای دریافت سفارش واشتباه و کم فرستادن اقلام 
مثلا دستمال توالت سفارش دادم ۴ بسته دستمال پاپیا دولایه ۴ عددی با تخفیف ۱۳۳۰۰۰ تومان فقط چهار عدد فرستادن حتی پشتیبانی هم متوجه نشده که باید ۴ تا ۴ تایی بفرسته میگه درسته میگم ۴ تایش ۳۸۰۰۰ تومانه 
تازه صبح با پشتبانی زنگ زدم گفتم اشتباه نفرستن اگر اشتباه میشه کنسل کنم زنگ زده انبار گفت نه مشکلی نیست",1
3222,"گوشت مخلوط گوساله تحویل داده نشدبقیه کالا ها بود ولی گوشت مخلوط نبود در صورتی که من خرید کرده بودم و در فاکتور هستولی تحویل داده نشده به من",1
1742,"متاسفانه خامه از قسمت آلمینیوم درش پاره شده بود خامه اش ریخته بود",2
684,"سلام پشت گردنی ارسالی پاره وکهنه می باشد",1
3149,"آب لیمو ها شکسته و یک بسته قند یه کمیش آبلیمویی شده",2
405,"تمام مرغ هاي ارسال شده بعلاوه جگر كه سفارش داده بودم تاريخ ديروز بود و اين مورد براي من خوشايند نبود ترجيح ميدادم تاريخ روز ارسال شود همچنين كيفيت ران مرغ پويا خوب نبود خيلي درشت بود و پر از لكه هاي خونمردگي",1
1484,"باسلام
قیمت درج شده روی بسته بندی مرغ۹۴ هزار تومان قیمت فاکتور شده ۱۰۴ هزار تومان!!",0
1889,"دیگه الان از تره بارم میوه میخریم دستچینه اونوقت شما از چهارتا پرتقالی که برام فرستادید ۳تاش آسیب دیده وخراب بود",1
2349,"سلام. وقت به خیر...
متاسفانه در دو خرید اخیر، پیک هر بار ۱ ساعت تاخیر داشته است ( گویا این رویه تبدیل به عادت شده است).. هر بار هم پشتیبانی این گونه توجیه می کنند که کمبود پیک داشتیم!!
ای کاش برای وقت مردم ارزش بیشتری قایل بودید..",3
1732,"متاسقانه فایر پاور هدیه درون بسته ام نبود",1
2435,"سلام وممنون بابت زحمات ،متاسفانه درخريد امروزتخم مرغ طلايي تنظيم بازار به قيمت68/739 تومان حساب شده ولي محصول فرستاده نشده لطف بفرماييد مبلغ رو به كيف پول انتقال بديد، باسپاس",1
187,"دستمال کاغذی له شده- ",2
2177,"متاسفانه میگو رگ زده نیست",1
256,"اقلام ذکر شده در تحویل کالا از قلم افتاد ه بود",1
231,"لطفاً آنقدر چیزی که می‌فرستید با جبری که سفارش داده‌ایم مغایرت نداشته باشد",1
1337,"در مورد پیاز! باایکه چند بار خواستم پیاز درشت نیاورید باز امروز همانطور درشت آوردند.",1
93,"مایع جرم گیر به دلیل بسته بندی بد یاحمل نامناسب پیک داخل بسته بندی ریخته شده بود سس تندمهرام ازتاریخ انقضاء فقط یک هفته باقی مانده است شیشه کشک شکسته است",2
1874,"من ١٤ بهمن سفارش دادم ولي تاريخ توليد تخم مرغ ٢٤ دي هست و انقضاش ٢٤ بهمن 
و ما اينهمه تخم مرغ رو چه جوري تا ١٠ روز بعد مصرف كنيم!!!!گذاشتن مونده ترين رو دادن",1
354,"محصولات پروتینی کیفیت پایینی دارد، چندسری گوشت قرمز و مرغ خریداری کردم که هر سری گوشت ها فاسد بودند و بوی نامطبوعی داشتند و هر سری دور ریخته شد. لطفا به این موضوع رسیدگی کنید.",1
2969,"سفارش و بسته بندی بسیار عالی بود متشکرم اما اقای پیک با حالت طلبکار وسایل را جلوی واحد اورده و به زمین کوبید متاسفانه از بسته ۲۰ عددی تخم مرغ ۵ عدد داخل شانه خرد شد لطفا به مسئولین ارسال تفهیم بفرمایید که برای انجام وظیفه شون دستمزد میگیرند و از مشتزی طلبکار نیستند",3
787," شوینده ریخته",2
1752,"با عرض سلام خدمت شما . از کیفیت جوجه کباب ناراضی بودم چون واقعا جوری خورد شده بود که بیشتر پوست واستخوان بود انتظار داشتم لااقل به اندازه پولی که پرداخت میشه کیفیت داشته باشه اما متاسفانه اصلا خوب نبود . در ضمن درب یکی از پنیرها نبود اگر حضوری برمیداشتیم قطعا درب دار بود و اینطوری پنیر پس از باز شدن زودتر خراب خواهد شد لطفا برای خرید غیر حضوری اعتماد ما مد نظر قرار بگیرد .. خیلی متشکرم",1
747,"متاسفم بابت این همه اشکال وخرابکاری پیک ها ومن بشدت ناراضی هستم ازاین موضوع ودیگه اصلا هیچ سفارشی ثبت نخواهم کرد جز رواست خودرو????",3
929,"سلام
قیمت 340000تومان خورده ولی 387000محاسبه شده",0
2630,"وقتی می خوای بخری تخفیف 24 درصده بعدا متوجه میشی توسبد تخفیف ش کمتر حساب کردن و تو متوجه نشدی. و این کلاهبرداری محضه. به کجا داریم میریم",0
208,"باسلام
قیمت درج شده روی بسته چایی(تاریخ تولید فروردین) ۲۱ هزار تومان می باشد، در حالی که در قیمت هایپر استاد ۲۵ گفته شده و تخفیف ۲۸ درصدی ارایه شده. بدیهی ست کشف مجدد چنین خطایی جرایم خاص تعزیراتی خواهد داشت.",0
2248,"تخم مرغ ۱۵ تای و شامپو هدیه نبود 
و کنجد توش شته بود",1
184,"قیمت مصرف کننده روی بسته ۲۶۰ هزار تومان خورده",0
10,"بوی نامطبوع و ماندگی گوشت بوقلمون و قارچ ارسالی دارای کیفیت نامطلوب و همچنین قورمه سبزی از حالت انجماد کاملا درامده",1
1786,"سلام خسته نباشید.از ۳ تا پرتقال ۲تا خراب بود و نارنگی ها خیلی ریز بود.بازم ممنون که رسیدگی می کنید.",1
463,"سفارش اصلی من پنیر پیتزا بود که حذف کردید. کالای جایگزین رو باید خودمون انتخاب کنیم نه از دو تا محصول گرون شما",1
1579,"قیمت روی محصول متفاوت و ارزان تر بود.",0
845,"سلام اولا حامل با تاخیر ۱/۵ ساعته امده طی تماس با پشتیبان محترم و با تماس گرفته شده با راننده با لحنی زشت ودادوفریاد اشاره کرد من نمی دانم کجام .با اینکه صدها خرید انجام شده تا بحال از سوی دیگر افراد زحمت کش شما تحویل وتقدیر شده ایشان کاملا بی ادب و پرو بودند",3
2143,"تخم مرغ ها ۱۲ تاش شکسته بود!!!!کیسه تخم مرع ها گند زد به همه چی",2
1767,"۳ تا از ۶ تا تخم مرغ طوری شکسته بود که غیر قابل استفاده بود.",2
2146,"با سلام
تو صفحه نمایش شکر را 1 درصد تخفیف و قند را 200025000 بالا درصد تخفیف نشان داد اما موقع پرداخت زیادی پول کم کرده حالا که فاکتور بدستمان رسید میبینیم تخفیف های که به ما نشان داده بوده الکی بوده و چیز دیگری حساب کرده.
لطفا بر این سفارش تخفیف نمایشی را لحاظ کنید",0
399,"متاسفانه مایع سفیدکننده در داخل پلاستیک ریخته بود و موقعی که پسرم اونو گرفت مایع روی تیشرتش ریخت و تیشرت رو خراب کرد.",2
849,"چرا مبلغ فاکتور زمان خرید از برنامه یه چیزی هست بعد زمانی که فاکتور فروشگاه میاد مبلغ فاکتور خرید تو برنامه با فاکتور فروشگاه یکی میکنید بعد یه جنسی که ندارید رو با دستکاری از لیست خرید پاک میکنید و مبلغ رو رو هم دستکاری میکنید 
واقعا که ؟!
ما رو چی فرض کردید؟؟",0
1482,"با سلام.
همیشه تخم‌مرغ ها شکسته به بنده تحویل داده میشود 
واینکه وقتی بالای ۲۲۰هزارتثمن‌خرید میکنم چرا ارسالم رایگان نیست؟!!!!!",2
1144,"سلام
سفارشم درست و کامل بود
فقط از رفتار پیک راضی نبودم، چون که کیسه هارو روی زمین گذاشته بود تا من برم پایین
کمی خیس شده بودن ‌‌و کلی آشغال به کف کیسه ها چسبیده بود",3
249,"پودر قهوه مولتی کافه ۱۰۰گرمی ۱ عدد شکسته",2
1985,"با سلام 
متاسفانه قوطی تن ماهی لادن به شدت آسیب دیده بود.",2
1610,"باسلام وخسته نباشید 
دسر توت فرنگی من شکسته بود و روی ظرف های پنیر ریخته بود",2
1955,"پیک بدون فاکتور تحویل داد اجناس رو.درب منزل نیورد سفارش رو.رفتم پایین دیدم در درب ساختمون رو زمین سفارش ها رو گذاشته و سوار ماشین شده داره میره.جوهر نمک و نوشیدنیها ریخته بود در نایلون و روی بقیه خرید ها.کلا افتضاح بود و دیگر به اسنپ مارکت سفارش نمیدم",3
1022,"نصف تخم مرغ ها شکسته بود",2
232,"علی رغم دریافت هزینه بسته بندی، یخ و ذرت منجد در کنار هم داخل یک بسته بندی مجزا نبودند و مقدار یخ هم خیلی کم بود که باعث شده بود ذرت از انجماد خارج بشه و کیفیت و سلامت آن کاهش پیدا کند.",2
1314,"یخ ناگت اب شده",3
833,"تخمه ۷۵۰گرم خریدم ۵۹۰گرم فرستادید به جای ۳تا ۲۵۰ گرمی، ۲تا۲۵۰گرمی بود با مشتری دیگه جابجا فرستادید",1
693,"این کالا ارسال نشده بود",3
2403,"پیک نیک مخزن گاز نداشت",1
522,"من فکر میکردم یه ست ظرف پلاستیکی تو در تو هست در صورتیگه یه ظرف بزرگ بود و توش پر از ظرف خیلی کوچیک و به دردنخور، حالا هم نمیدونم چه جوری پسش بدم",1
881,"تا حالا به این بی کیفیتی گوشت ندیدم؛ ۱ کیلو فقط چربی و پوست و پلاست تو این بسته بود. دریغ از ۵۰۰ گرم گوشت !!
درسته قلوه گاه؛ اما آنجایی دیگه هم تهیه کردیم انقدر افتضاح نبود.
یعنی واقعا کسی نیست کیفیت محصولات را برسی کنه؟!!
تو را خدا با این گرانی‌ها یکم کیفیت محصولاتتون را قبل ارسال به خلق خدا کنترل کنید..",1
2162,"قارچ ارسالی تازه نبود و در حد درجه ۳ بود و به همین تناسب قیمتش نیز گرانتر از بازار بود",0
679,"سفارش ران گوسفند بوده نصف بیشترش دنده تحویل گرفتیم",1
710,"باز هم همون مشکل قبلی
چرا یکبار برای همیشه قیمت این محصولات و تو سایتتون درست نمیکنید.قیمت فروش روی کالا۱۶۰۰۰ تومان قیمت فروش با ۲۵ درصد تخفیف ۱۵۰۰۰ تومان",0
2416,"یکی از تخم‌مرغ‌ها متاسفانه شکسته بود.
ضمن اینکه تو اپلیکیشن نوشته بود تخم مرغ محلی، ولی روی محصول ننوشته محلی، فقط نوشته تخم مرغ قهوه‌ای زرده طلایی",2
197,"خمیردندان ۶ماه بیشتر تا تاریخ انقضا فرصت نداشت",1
1776,"من چندین باره که میوه سفارش میدم،اصلا کیفیت خوبی نداره،الان هم سیبها لک داشت ونرم شده بود.",1
296,"درود 
محصولات پروتئینی که فساد پذیری بالایی دارند نباید در آخرین روزهای تاریخ انقضا ارسال شوند تاریخ انقضا محصول ارسال شده ۱۱/۵ بوده و قابلیت مصرف ندارد",2
0,"تمام زندگیمون رو نوشابه گرفت !",2
406,"واقعا مسخره اید، منظورتون از انار قرمز‌ چی هست پس؟ این انار دور ریختنی میوه فروشی ها رو جمع کردید به مردم میندازید؟ بابا دستتون درد نکنه
دقیقا این انارها یک هفته مونده به کپک زدنشون که شما براش مشتری پیدا میکنید، بالاخره ایرانه وقتی میبینی هم کلی توش شک هست، اینترنتی هزار بار بدتر",1
1993,"در شامپو بدن کاملا باز بود و مقداری از محطول داخل کیسه ریخته بود لطفا قبل از ارسال حتما از بسته بودن در محصولات شوینده مطمئن بشید و چسب بزنید ممنون",2
1912,"باسلام 
متاسفانه ۲ بسته قند پر از خاکه و خیلی ریز بودند و کیفیت مناسبی نداشتند.",1
813,"قیمت گرون تر از روی خود جلد محصول?بعد تخفیفم میزنید",0
763,"سلام تاریخ رب برای شش ماه پیش است وقتی تازه نباشد رنگ آن تیره است وکیفت آن خوب نمیباشد ممنونم رسیدگی شود",1
1264,"سلام من این دوغرو بخاطر ساشه سبزیجاتی که باید همراهش باشه دوست دارمو همیشه میخرم اما متاسفانه اینبار که دوتا سفارش دادم اسنپ مارکت بدون ساشه سبجیجاتش برام ارسال کرد که خیلی ناراضی بودم",1
1950,"با سلام.
وقتی کیفیت میوه ی ۲۰۰ هزار تومانی تا این حد پایین هست لطفا بنویسید درجه ۲ یا سه که مشتری بدونه چی داره می خره..تمام توت فرنگی ها سفید و لهیده بودند.",1
15,"تمام بطری های روغن فرو رفتگی داشتن.",2
822,"گوشت به این گرانی حتی پاک نشده بود که هیچی کیفیتش بسیار پایین بود",1
3184,"قوطی رب گوجه فامیلا از دو طرف کاملا له شده و درب قرمز پلاستیکی روی شکل هم ندارد. قوطی فلزی آسیب دیده، باید به کارخانه مرجوع شود و نباید تحویل مشتری شود یا داخل قفسه فروشگاه گذاشته شود",1
1812,"محصولات انتخابی برای اولین بار ترکیده بودند و داخل بسته بندی کاملا کثیف شده بود. احتمالا بسته بندی ها در شرایط نامناسب حمل شده بود و کاملا محصولات غیرقابل استفاده بودن. این اتفاق در سفارشات قبلی نیفتاده بود و این بار بسیار ناراضی هستم.",3
953,"تاریخ مصرف کشته است",1
369,"پیاز کپک زده ارسال شده؛که ازش عکس گرفتم؛",1
2468,"درب ماست کاملا پاره شده بیرون ریخته بود",3
564,"سلام متاسفانه بسته بندیتان بسیار ضعیف است و اکثرا سفارش های من آسیب می بینند لطفا از کارتن استفاده فرمایید .اگر اینچنین هر دفعه یه اشکالی برای بارهایم پیش بیاید ناچارا دیگر از شما خرید نخواهم کرد .لطفا رسیدگی فرمایید .ممنون",2
734,"سلام
لطفا تصاویر بیشتری از محصولات را در سایت قرار دهید که اشتباه نخریم
قیمت روی بسته بندی گوشت با فاکتو فرق داشت و وزن هم کردم بهجای ۱/۵ کیلو ۱/۴ بود. 
ممنون میشم دقت کنید",0
1205,"یکی از شیشه های قهوه فوری ها شکسته تحویل داده شد.",3
144,"تخم مرغ شکسته تحویل داده شد. با پشتیبانی تماس گرفتم. هدفونش خراب بود اصلا صدا نمیومد. ۳ ساعت هم تاخیر در تحویل بود",3
1674,"سلام خسته نباشید دیروز که خرید کردم نوشته بودیدجایزه یک ژل ماشین لباسشویی میفرستید ولی داخل خریدم نبود لطفا رسیدگی کنیدممنون.",1
292,"توضیح در خصوص مغایرت قیمت اینکه طبق برچسبی که روی میوه ها خورده بود پرتقال ۹۹۰۰ بوده که در سایت ۱۶۵۰۰ حساب کرده و گریپ فروت حدود ۱۵ بوده که در سایت ۱۹۰۰۰ زده",0
388,"بخشی از محتویات یکی از بطری ها خارج شده و داخل کیسه ریخته شده بود! پیک هم کیسه ای و تحویل داد که چکه می کرد!",2
972,"پیک هاتون خیلی رفتارشون نامناسب است نه جواب سلام میدن نه جواب تشکر انگار طلبکارن",3
147,"کلم سفید بسیار نا مرغوب بود و دور ریخته شد",1
3079,"کاهو ها خراب هستن ، متاسفانه مونده و پلاسیده و لکه های قرمز، 
پیازها خیس و از سردخانه در آوردن ، گذاشتن تو پلاستیک و پر از رطوبت شده",1
2837,"گوجه فرنگی ارسال نشده",1
529,"پنير پيتزا خيلي بد شده بود له وآب شده..تموم چهارگوشه ي پنير آب شده وبد فرم واز فرم پنير پيتزا خارج شده بود وبيشتر شبيه خامه شده...فقط سريعا گذاشتم فريزر ولي اونجوري كه ميخاستم نميشه..",3
428,"رفتار وادب پیک بسیار بد بود",3
162,"سلام. من کنسرو تن ماهی در روغن سفارش داده بودم ولی پک و که باز کردم کنسرو ماهی با فلفل قرمز و کنسرو ماهی دودی داخل پک بود",1
1461,"با اينكه با پشتيباني هم تماس گرفته شد پيك ساعت ٢١:١٧ درب منزل بود",3
1599,"پلاستیک (شامل کل اقلام) کثیف بود. انگار قبلا استفاده شده بود. داخل پلاستیک، ذرات پوست و ریشه‌ی پیاز ریخته بود!",2
2592,"سلام بجای باطری نیم قلم باطری قلمی اورده شده",1
2569,"ماست کاملا ریخته بود تو کیسه.
از ۹ تا تخم مرغ، یکیش کاملا شکسته بود و ۴ تاش ترک خورده بود.",3
733,"گوجه ها خیلی با کیفیت نبود موزها سبز بود",1
562,"از ۱۵ تا تخم مرغ ۸ تاش شکسته بود‌.چه وضعشه آخه",3
1943,"نایلون بسته فیله مرغ پاره شده بود",3
273," میوه ها بی کیفیت",1
2862,"۲ ساعت تاخیر در تحویل. همه ی کیسه ها پر از آب و گل و دستمال کاغذی ها کاملا غیر قابل استفاده",3
2006,"پرتغال یخ زده و غیر قابل مصرف. ضمنا 5 عدد زده بودن تقریبی ولی 3 عدد بزرگ و بسیار بی کیفیت بود",1
925,"پیک ناشنوا بود ",3
1477,"تمام سیب زمینی ها خرااااب بود عکس هم دارم ازشون 
دیگه صیفی جات و میوه جات نمی خرم از هایپر",1
2675,"من دو عدد چایی سفارش دادم یه دونه اومده",1
824,"بسیار بسیار بی کیفیت و کوچک بود. مقرر شد پیگیری فرمایید تا عودت گردد. با تشکر",1
2947,"سلام متاسفانه به جای 2 کیلو موز یک کیلو ارسال وبسیار نا مرغوب واقعا که با این قیمت متعجبگ حالا تکلیف تفاوت وزن جدا از بنجول بودن کالا این موز درمغازه سی چهل تومنه اینم با کسری یک کیلو",0
445,"تاریخ انقضا خامه عسلی دو روز مانده",1
396,"چرا جنس تاریخ مصرف گذشته فرستاده میشه و چک نمیشه",1
1754,"تنوع کم محصولات کیفیت پایین ونداشتن بسته بندی مناسب",2
938,"در مورد مایع لباسشویی درب آن چسب کاری نشده بود و حدود ۴۰% آن کم بود و داخل مشمع محافظ هم نریخته بود.
ضمنا از داخل برنامه به مراحل سفارش دسترسی نیست (ضعف اپلیکیشن)",2
691,"ثبت سفارش با کالایی که به دست من رسیده فرق داره رفعش نکنیدتو شبکه های اجتماعی آبرو براتون نمیزارم",1
1162,"رنگ ارسالی مغایرت دارد",1
1474,"کالاها یک ساعت بعد زمان تعیین شده رسید و به علت بسته بندی اشتباه که کالای سنگین رو. روی کالای سبک تر قرار داده بودن کلوچه ها له شده بود",3
101,"متاسفانه مایع ظرفشوی در کیسه ریخته شده بود و ضمنا"" برای سومین بار طی دو روز خرید تخم مرغ بدلیل عدم موجودی کنسل شده",3
1234,"بیشتر پرتقال ها خراب بودن عکسش رو میفرستم",1
683,"تاریخ انقضای شیر برای دیروز یعنی دوم بهمن بوده.
فورا تعویض کنید",1
1262,"تخم مرغ ها شکسته بود",3
1266,"با سلام.. چنتا از تخم مرغ ها شکسته بود‌
ولی مهمتر از اون هنگ کردن بسیار بسیار کند برنامه است که چندین روز است که کیفیت بسیار پایینی دارد و نیاز شدید به آپدیت جدید داردددددد?
ممنووون",3
142,"متاسفانه سه عدد تخم مرغ ترک داشتند و آرد هم متاسفانه از قسمتی که پرس بود باز شده بود و مقداری هم در کیسه ریخته بود و با توجه به پلمپ نبودنش بلحاظ بهداشتی استفاده نمی‌شود کرد",2
741,"سلام بعد مدتی مجددا خواستم از اسنپ مارکت خرید کنم
بعلت حمل نادرست 3 تا از تخم مرغ ها کاملا شکسته و 3 تای دیگر ترک برداشته بودند",3
3165,"رفتار پیک بسیار زننده و بی ادبانه بود
البته از اسنپ داشتن چنین پیکهایی اصلا بعید نیست
چون از هر کس و ناکسی بعنوان پیک استفاده میکنید
واقعا شرم آوره",3
3244,"با سلام
درب ظرف رب گوجه بر اثر ضربه کاملا دفرمه وله شده بود بصورتی که مواد درون ظرف هوا میکشید ...",1
2294,"لطفا در بسته بندی دقت بیشتری شود",2
245,"سلام خسته نباشید
من قبلا چند بار این محصول رو سفارش دادم وبا کیفیت عالی تحویل گرفتم سری آخر به هیچ وجه قابل مقایسه با دفعات قبل نبود گوشت بسیار پر چربی حتی بعضا قلوه گاه بود
ممنون",1
2272,"سلام عرض ادب دقیقا دوروز پیش ۲عددمرغ گرفتم سمین کاملاخشک تمیزوعالی ولی امروزچشمت روزبدنبینه ۲مرغ سمین باهمان وزن پرازآب کثیکف که نه ولی کاملاازهرنظرباقبلی فرق داشت یکیش که رانش خونمردگی داشت وقتی پاک وشسته شدندکوچک شدن جلل خالق توصیه ازمبدا کنترول شود ....کوشیدنتان مستدام",1
233,"سه مورد سبزی قلیه و تخم مرغ و خرما به دستم نرسیده ولی در فاکتور ثبت شده
با پشتیبانی تماس گرفتم و اطلاع دادم ...ممنون میشم سریع تر پیگیری بشه",1
1134,"بدلیل حمل یکجای تمام اقلام بصورت تجمیعی، تمام خوراکی‌ها به علت فشار وارده تماما"" خُرد شده و از بین رفته بودن. پنیر هم سوراخ شده بود و آب آن ریخته بود روی تمام پلاستیک‌های بسته بندی‌شده
واقعا"" جای تاسف داشت برای هایپر مارکت",1
2033,"تاریخ انقضا پنیر ده روزه بود برای پنیر یک کیلویی و بسته بندی له شده و تخت فشار برای همه محصولات قبلا خیلی راضی بودم اما دیگه از این فروشگاه خرید نمیکنم بار دوم بود این مدلی ارسال کردند",1
759,"یک عدد پنیر لبنه سوراخ بوده است و خالی از اب",1
491,"الان دو بار هست كه اجناس پاره هست سري پيش دوغ كيسه اي كه مقدار زياديش ريخته بود توي كيسه اين سري هم شكر يه مقداريش ريخته بود
قبلا هم كيك كه مي خريدم له ميشد 
احتمالا بايد موقع بسته بندي و همين طور حمل دقت كرد",2
523,"هم مایع دستشویی رو اشتباه فرستادید و هم سیرابی گوساله سفارش داده بودم که گوسفند فرستادید، خب مدل گوسفندی می‌خواستم کور و خنگ نبودم که، خودم انتخابش میکردم! الان سیرابی رو چکار کنم وقتی نمیخوامش؟! برای چی سر خود ارسال میکنید بدون هماهنگی؟!",1
198,"پیک حتی بخودشون زحمت ندادن از ماشین پیاده بشن وسایل رو تحویل بدن ، نشسته پشت فرمان در رو بازکردن کیسه رو داد بدستم بنظرم این رفتار درست نیست و یجور بی احترامی به خریدار هست",3
826,"بنده درخواست شیر کرده بودم ولی متأسفانه همکاران بجاش دوغ ارسال کردند که به علت اینکه بنده فشارم بالاست نمی توانم استفاده کنم",1
22,"زیر پوشش آلمینیومی بشکه ماست موسیر پاک اثرات زنگ زدگی مشاهده شد.به دلیل جدا کردن کامل آن امکان عکس گرفتن وجود نداشت با توجه به آلیاژ این پوشش که آلمینیوم میباشد زنگ زدن آن غیر طبیعی است.",1
539," 6 بار زنگ زده قبلش پیک و در نهایت جلوی در ورودی گذاشتن رفتن",3
2508,"باکس آب معدنی تحویل داده نشد منم دیر متوجه شدم تماس گرفتم با راننده ایشون تایید کردند
ممنون میشم پیگیری کنید باتشکر",1
492,"سلام
شیر ارسالی تاریخ نداشت",1
636,"بادمجان های ارسالی با عنوان درجه یک خریده شد ولی محصول ارسالی به دلیل کهنه بودن حتا ارزش پوست کندن هم ندارن . ای کاش نظارت قبل ارسال بهتر بود",1
282,"کم فروشی اتفاق افتاده .بیسکوییت شیرین عسل ماری ۱۸۰گرمی فاکتور شده اما ۱۵۰گرمی ارسال شده ۱۲ عدد هست درمجموع ۳۶۰گرم کم فردشی شده لطفا کالای مورد نظر رو مرجوع کنین یا اختلاف قیمت محاسبه شود .گزارش مشکل رو در قسمت پشتیبانی با عکس ارایه کردم همکاران اسنبی تماس گرفتن و گفتن مبلغ ۴۸۰۰۰تومان یعنی ۵۰درصد مبلغ سفارشم بهم بازگشت داده میشه ولی تا این لحظه چیزی به حسابم بر نگشته لطفا پیگیری کنین",1
573,"پیک زنگ زد گفت بسته رو می‌گذارم تو آسانسور بردارید، ازش خواهش کردم که بیاره بالا تحویل بده، آورد ولی آنچنان با لگد زد به درب آسانسور که باز بشه که درب آسانسور به دیوار برخورد کرد و وقتی به کارش اعتراض کردیم گفت مگه آسانسور مال شما هست؟ ازش بپرسید آسانسور مال کی هست، لطفاً رسیدگی کنید",3
2776,"سلام 
لطفا سفارش مشتری رو برمبنای عکس داخل اپلیکیشن بفرستید عکس قارچ رو در اپلیکیشن ببینید بعدش عکس قارچ مونده و رنگ قهوه ای تحویلیه منو ببینید ، واقعا متاسفم 
ولی بخش مشکلات اعلام کردم لطفا برای عودتش هرچه سریعتراقدام کنید .",1
