X,Comment,label
444,ماهیتابه کاملا آسیب دیده و ایراد دار هست,1
445,بخشی از جوانه گندم ریخته بود در کیسه بزرگ، سلوفنش پاره شده بود فکر کنم اگه مواد سلفون‌پیچ در کیسه فریزر کوچک باشن بهتره. در کل سپاس باقی موارد عالی بودن,2
446,یعنی متاسفانه با ارسالی که دیروز برام داشتید و با تاخیر ۳ ساعته دیگه عمرا از اسنپ خرید کنم . متاسفم که به شعور مخاطب خودتون احترام نگذاشتید اگر قرار بود بین بازه ۱۴ تا ۱۷ ارسال شه چرا من ساعت ۲۱.۱۵اون رو تحویل گرفتم,1
447,چرا ضد آفتاب ارسال شده پلمپ نبود ؟؟!!!,2
448,"قیمت فاکتور ارسال شده 
با فاکتور اپلیکیشن مغایرت دارد",2
449,کره ارسال نشده,1
450,واقعا من باید ساعت ۷:۱۵شب تحویل بگیرمممم تاسف که من برنامه هام بخاطر دیر ارسال کردن شما بهم خورد ...همبرگر آب شده کاملا چیپس که له فرستادین فقط پیکتون خوب بود,1
451,نبود کالا وکنسلی از طرف فروشگاه,1
452,"مطمئن باشید اگر فردی بتونه بره بیرون از خونه خرید کنه حتما میره فروشگاه نزدیک خونش به پیک ها تون تاکید کنید هر طور هست سفارش رو درب منزل تحویل بدن 
**من در خونه رو روی بچه یک ساله بستم رفتم خیابون پایینی سفارشم و تحویل گرفتم توی این سرما**",1
453,محصول پوست کنی شده بود ولی تمیز نبود،پر از چربی بود,2
454,سلام متاسفانه پیتزا بسیار بی کیفیت بود و نان بیات داشت، متاسفم برای برندی مثل پمینا و من که این انتخاب را داشتم...??,1
455,درب ماست وپاستیل شکسته,2
456,"سلام 
پیک دیروز بسته های منو داخل آسانسور خونه گذاشته و تلفن زد بسته ها رو از داخل آسانسور بردارم 
علاوه بر کثیفی بسته ها که روی زمین گذاشته بود وقت منو هم گرفت",1
457,پیک فوق العاده بی مسئولیت و بی ادب و بی شخصیت بود رفتار نامناسبی داشت بی احترامی کردند.,1
458,لفافه نبات پاره شده است,2
459,"سلام وخداقوت بشماعزیزان.
ی مورد فقط مغایرت داشت.سایزکوچک ارسال شده بود.باتشکر",2
460,متاسفانه پیک جعبه حمل بار نداشت و بعد از تحویل و رفتن پیک متوجه شدم بدلیل اینکه کیسه ها در موقع حرکت موتور سیکلت به چرخ آن ساییده شده و کاملاً آسیب دیده بودند . خواهشمندم چون این نو سفارشات حساس و احتمال فاسد شدن آنهاوجود داره دقت بیشتری در انتخاب پیک داده بشود.,1
461,مایع فوم بازبود تایدارو خراب کرده بود,1
462,لطفا کالاهایی که موجود نیست را از سایت حذف کنیدکه بعداز سفارش کنسل نکنید,1
463,مایع نرم کننده درش شل بود با اینکه مثلاً دورش چسب پیچیده بود و ریخته بود داخل نایلون و بخشی ازش هدر رفت داخل کیسه?,2
464,پنیر و سس های خریداری شده پنج ماه از تاریخ تولیدشان گذشته بود و تنها یک ماه دیگر به انقضا مانده و این درست نیست که اجناس در انبار مانده را به اسم تخفیف بفروشید,1
465,روی کالا قیمت 39500تومان قیمت زده شده ولی69500فروخته شده,2
466,متأسفانه لیوان همراه مسافر مطابق عکس محصول نبود. من لیوان رنگی میخواستم. همونطور که در فروشگاه دیدم. لطفاً در مورد مرجوعی راهنمایی بفرمایید. متشکرم,1
471,یه فروشگاه به مسولیت و ارائه خدمات بد.امیدوارم آخرین سفارش من باشه,1
472,خرابی کامل نارنگیها,1
473,یکی از تخم مرغ ها شکسته بود، اسنپ بسته را درب واحد تحویل نداد و درخواست داشت که در آسانسور بزاره,2
474,دوغ کفیر درتوضیح زده بود بدون گاز،ولی چیزی که من تحویل گرفتم بشدت گازدار بود,1
475,از ۴ عدد فقط یک عدد نی دارد بقیه نی ندارد موندم چطور می شود بیرون از منزل بدون نی از نوشیدنی استفاده کرد ؟!,1
476,یک قلم از ارسال نشده بود,1
477,سلام خریدم راجلودرب ساختمون گذاشته رفته,2
478,"سلام
من تو خريدام بقيه چيزا هميشه سالم ميرسه
ولي خوراكي رو خرد شده وله شده اومده
تو اين خريدم بستني زمستوني له شدن چون شيشه سس پيش بستني ها بود
لطفا خوراكي تو نايلون جدا بزاريد
سري بيش هم اسنك يامي خرد شده بود",1
479,"کافی میکس دو تا سفارش دادم،یکی تحویل دادن 
پاستیل ۹۰ گرمی هم توی تحویلی ها نبود",1
480,"لطفا کلم بروکلی که خراب شده و کاملا تغییر رنگ داده رو نفرستید
حتی ساقش شل شده و بو گرفته بود
در این حد مونده بود
واقعا جالب نبود کارتون 
من مشتری دائم شمام و چک کنین حداقل هفته چندتا سفارش دارم ولی این دفعه افتضاح بود و مستقیم انداختم سطل آشغال",1
481,سلام متاسفانه کرم که به دستم رسیده بود درب آن باز بود و ریخته بود,2
482,"یه قلم از کالاهام حذف شد ه بود
گارانتی لامپها چند ماه از تاریخشون گذشته بود",1
483,به علت بسته بندی نامناسب مقداری از مایع نرم کننده درون کیسه ریخته بود,2
484,"قیمت مرغ روش ۱۱۸.۴۲۲ درج شده
فاکتور ۱۲۴.۵۰۰ درج شده
مابه التقاوت ۶.۱۰۰ تومان",0
485,"بسته پنیر پیتزا خاکی بود،،،
حتما زمین افتاده،،،

چند وقت پیش هم مثل این بود که قوطی خامه لگد شده،،
در ضمن یخ داخل کیسه هم آب شده بود و پاره بود،،
و خامه توی اون آب یخ خیس خورده بود،،
البته اطلاع داده بودم به پشتیبانی ،
اما پنیر پیتزای امروز هم خاکی شده بود!!!!!!",2
486,بدون پالم سفارش دادم کم جذب برام ارسال شده (بدون هماهنگی),1
487,هر کدام از مرغها کمتر از ۱۴۰۰ گرم بود یکی از اونها که نزدیک صدگرم کوچکتر بود,1
488,"روکش آلومینیومی یکی از کره ها پاره شده بود 
و مجبور شدیم کره فوق را به دور بریزیم
دقت کنید ، اگه پول کسی کم باشه شما مجانی کالا بهش می دهید .
پس دقت کنید کالای معیوب ارسال نکنید",1
489,سلام، تعداد ۳ عدد از تخم‌مرغ ها شکسته بود,2
490,با سلام و ادب. بنده همیشه از اسنپ مارکت خرید میکنم حداقل در ماه سه بار با اکانت خودم و اعضای خانواده، توی آخرین خرید متاسفانه یکی از روغن ها دربش پلمب نبود گمان می‌کنم توی بار زدن یا توی مجموعه ضربه دیده و از نظر بهداشتی واقعا خوب نیس. همچنین خرما ی مقدار از دربش باز بود و واقعا خرماها بشدت خشک و بد بود,1
491,کیفیت پایین محصولات و مغایرت تصویر کالا با محصول فرستاده شده,2
492,سلام تشکر از امکان خرید امن که فراهم کردید و انتقاد به عملکرد ضعیف نسبت به تحویل خرید در زمان درج شده که با وجود نزدیکی محل سکونت ما به هایپر صبا بسیار دیرتر از موعد با پیگیری بنده بدستم رسید,1
493,کیفیت نارنگی ها بسیار بسیار بد بود نارنگی ها فوق العاده کوچک بودند و سیب ها هم کیفیت خوبی نداشته,1
494,کالای شکلات از قسمت انتها باز شده بود و تو کیسه ریخته بود نشاسته هم خیلی خرد شده و مقداریش مثه آرد شده,2
495,خرما ها شکرک زدگی دارند,1
496,قیمت روی جلد کالا پوف کرمی کوچک 540750هست ولی با تخفیف 639000ریال فروش داشته ،این علت مغایرت قیمت روی جلد وقیمت خرید آنلاین جالب نیست,1
497,"نرم کننده مو کاملا ریخته بود داخل کیسه و به لبه خود اسپری کلی ماسیده بود
پاکت شیر کاملا اسیب دیده بود
و درب گوش پاک کن کودک باز بود 
اولین باره خرید من از هایپر استار انقدر با کیفیت پایین رسیده دستم",2
498,قیمت محصول هر کدام ۱۰هزار تومن کمتر میباشد,1
499,"سلام 
مغايرت كالاتخم مرغ زرده طلايي باروكة مقوايي باتخم مرغ زمستاني
وگوشت رأسته به جاي ٢تكه٤تكه بودوبجاي گوشت بيشترش استخوانًبودحتمابه شركت پوياداده شود.
ازرسيدگي شمامتشكرم",1
500,بیسکویت خرد شده، تحویل شده,2
501,لطفا وقتی ما کالایی رو خریداری می کنیم بعدش زنگ نزنید بگید موجودیش تموم شده همون اولش کنار بزارید,1
502,جرمگیر ریخته بود تو کیسه و من طبق عادت کیسه ها رو گذاشتم روی سینک کمی آسیب دید.,2
503,در شیشه پاک کن شکسته است و غیر قابل استفاده,2
504,"متاسفانه کالای بسته ۱۰۰عددی ویفرکرم دار شیروفندق هیت شیرین عسل ۲۵ گرمی با کالای ارسالی مغایرت دارد واین برای چندمین بار است که این مشکل پیش آمده لطفاً پیگیری نمایید و مشخصات اقلام سایت رو به درستی درج کنید 
کالایی که بنده تحویل گرفتم که ناقص هم هست ۹۳ عدد ویفر ۵ گرمی است و ۲۵ گرمی نیست و من باتوجه به مشخصات سایت شما خرید کردم و از این بابت خیلی ناراحت شدم . برخورد پیک محترمانه بود",1
505,پک گوشت از کنارش تمام خون آبش ریخته شده بود کف کیسه با اب پک یخ مخلوط شده و خیلیی ظاهر بد و کاملا کف ظرف خونی بود. و کف خود ظرف گوشت پر از خون بود و گوشت هم کیفیت لازم را نداشت. و یک تیکه آن لکه بزرگ سیاهی داشت. که عکس ان ارسال خواهد شد.و متاسفانه تاریخ گوشت هم برای روز ۱۵ بود,2
506,متاسفانه بازهم مغایرت قیمت همچنین بسته بندی ضعیف که باعث اسیب کالاهاشده,1
507,با توجه به برچسب های قرمز رنگ چسبیده شده روی بسته بندی مرغ ها جمعا ۶۰۷۵۶۲ تومان میباشد در صورتیکه روی فاکتور مبلغ ۶۲۲۷۰۰ تومان میباشد که مبلغ ۱۵۲۰۰ تومان بیشتر فاکتور شده است، لطفا رسیدگی و تماس با بنده داشته باشید..ممنونم,1
508,اصلا چیزی که من سفارش داده بودم نبود,1
509,سلام و عرض ادب سفارش بسته سینه مرغ بسیار بد و چربی های اضافه بهش بود. هیچ موقع سینه مرغ که سفارش داده بودم به این بدی نبود. خواهشمندم از اعتماد مشتری سو استفاده نفرمایید.,1
510,"سلام، همه گوجه ها خراب شده و باید در سطل زباله ریخته شود. نصف پرتقال‌ها کهنه و ناسالم هستند. 
موزها کیفیت بالا ندارند. 
این درست نیست ک در این گرانی چنین گوجه هایی ارسال شود و پرتقال‌ آبگیری ک گران عرضه میشود نباید به این شکل باشد",2
511,سلام میوه فیسالیس خرید امروز خشکیده، پلاسیده و بیسار کوچکتر از حد معمول بود لطفا رسیدگی بفرمایید متشکرم,1
512,پنیر پیتزایی که سفارش دادم با چیزی که برام فرستادن فرق داشت ودر بسته باز بود. خیلی بی کیفیت هستش,1
513,روی نارگیل و داخل پوست آن کپک زده و از بوی بدش قابل خوردن نیست.,1
514,درب مایع نیمه باز بود و حجم زیادی از مایع بیرون ریخته,2
515,پنیر پیتزایی که در تصویر بود و انتخاب کردیم برند ۲۰۶بود ، اما جنسی که ارسال شده است یک برند دیگری هست,1
516,"بسته بندی نامناسب است
همه پلاستیک ها به هم گره زده میشه نمیشه برداشت و از کوچه اورد داخل من دیسک کمر هم دارم هر بار خرید می کنم با مشکل مواجه میشم",1
517,چندتا از کالاهایی که سفارش داده بودم از سبد حذف شد. با این حال باز یه ماست اشتباه فرستادن,1
518,"سیب زرد، سبز
موز زرد، سبز
نارنگی ، ریزه",1
519,این خرما کلا قندک زده بود واقعا توقع نداشتم مگه یک کنترل کیفیت ندارید که کالای مشتری رو کنترل کنه,1
520,پنیر پیتزا پروسس سفارش داده بودم به جاش پنیر پیتزا تاپینگ فرستادن,1
521,یکی از تخم مرغ ها شکسته بود و ریخته بود,2
522,پیک مودبانه صحبت نکرد بسیار عصبانی بود بسته ها را جلو در گذاشته بود و از پشت ایفون و همینطور تلفن خیلی بد صحبت کرد,1
523,این کالا شکسته بود اما باز چسب زده شده و ارسال شده,2
524,سس فلفل زرد کاملا فاسد بود و تاریخ انقضا پاک کرده بودید که روش کثیفیه، سس چیلی ام دلوسه سفارش داده بودم که سس چیلی هاپر استار فرسادید که دو ماه بیشتر به تاریخ انقضاش نمونده که در حال فساده، با این حساب خرید آخرم از مجموعه هایپر استاره، موفق باشید,1
525,نان تست فرستاده نشد,1
526,نات ارسال شده با عکس تفاوت داشت.یه نان باگت بود که نصف شده بود.زیاد هم کیفیت نداشت,2
527,شیر تاریخ مصرف گذشته فرستادن,1
528,متأسفانه همیشه دیر از موعد تحویل شده و هر بار هم یه بهونه ای داشتید که هیچ کدومش قابل قبول نیست,1
529,پنير پيتزا خيلي بد شده بود له وآب شده..تموم چهارگوشه ي پنير آب شده وبد فرم واز فرم پنير پيتزا خارج شده بود وبيشتر شبيه خامه شده...فقط سريعا گذاشتم فريزر ولي اونجوري كه ميخاستم نميشه..,2
530,"مایع دستشویی داخل پلاستیک ریخته شده بود و شماره موبایل داخل فاکتور شماره ای نبوده که با اون سفارش ثبت شده و بنده خدا پیک شاکی شده بوده که چرا با شماره خاموش سفا ش ثبت می کنید و ...
این مشکل سایت یا اپ هست.بنده خدا می گفت ۱.۳۰ داخل ماشین معطل شدم",2
531,"سلام.بنده الان یک سفارش از هایپر باکری داشتم 
بین اقلام کره بادام زمینی سفارش داده بودم 
که وقتی در ظرف رو باز کردم متاسفانه با انگشت پاره شده بود و از ظرف برداشته شده بود!",3
532,"من اقلام دیگه ای هم سفارش داده بودم ولی نیاوردن
به هربخشی زنگ‌میزنم یه تلفن دیگه میدن
از کی باید پیگیری کنم؟؟؟؟؟؟؟",1
533,کیسه بسته بندی پاره شده بود,2
534,"درود بر شما
نوشیدنی ویتامین سی در فاکتور 14900 قید شده ولیکن قیمت آن بر روی محصول 11800 تومان بود...",1
535,کاملا مشخصه که کالاهای هدیه برداشته میشه ، البته برای مردم گرسنه چیز غیر عادی نیست,1
536,"مغایرت قیمت محصول شامپو ضدشوره با قیمت مصرف کننده در حدود ۱۰ هزار تومان و خورده ای برای اعتبار این فروشگاه با تخفیفهای خوبی که بر روی محصولاتش میگذارد اصلا جالب نیست. 
با تشکر از سیستم نظارت اسنپ و همچنین مدیریت فروشگاه هایپراستار.",0
537,"باسلام
متاسفانه به جای دیپ پنیر بلو؛ دیپ پنیر چدار ارسال شده بود

عکس آپلود نمی‌شود اگر مقدور هست شماره واتساپ بفرستید عکس ارسال کنم",1
538,کرفس مونده بود و کاهو هم بیشتر برگش رو ریختم دور .. کلفت و بی کیفیت بود ولی برای غذای گوسفند با کیفیت بود.,2
539,"با عرض سلام و خسته نباشید 
یه چند ماهی هست کیفیت محصولات هایپراستار به شدت افت کرده،خصوصا،میوه و سبزیجات که واقعا افتضاح شده در خرید امروز نبات ارسالی چندسال مونده این رنگ کدر رو داره دوناتها کاملا خشک و بیات و کلم قرمز افت زده",1
540,یک تن ماهی کم ارسال شده بود !!,2
548,"تاریخ بیسکوییت برای اوایل برج ۳ بود یعنی ۶ ماه پیش و شیر دو روز پیش
و کره جزء کوپن هدیه باید ۱۶ تومن حساب میشد.با تشکر",1
549,سلام متاسفاته ۵و۶ تا از تخم بلدرچینها ترک دار شکسته وبوی بد داشت و تاریخ تولیدش هم معلوم نبود لطفا قبل از ارسال چک بشه بعد بفرستن با این قیمتهای بالا ضرره برای مشتری,2
550,سه تا از لامپها روشن نمیشوند,1
551,"سلام
ببخشید چرا کم فروشی میکنید
ساق رون مرغ که ارسال کردین
گذوشتم رو ترازو دیجیتال
۱۶۵۰یک کیلو ششصدوپنجاه
گرم هست تازه با طرفش
این چه کاریه 
جرم محسوب میشه
واقعا که اون بیچاره هایی که باسکول نمیکنند،بعنوان ۲دوکیلو،،نیم کیلو کم میفروشین",1
552,عزیز دل اقلام من ۹ قلم هستن نه ۸ قلم که یکیش روغن غنچه ۸۱۰ گرمی هستش چطور از لیست سفارش من پاکش کردین و قیمتش رو کشیدین روی بقیه اقلام این رفتارتون رو نمیدونم باید چی در نظر بگیرم ولی به لطف شما اولین خریدم شد آخرین ....,1
553,از تخم مرغ ۱۵ عددی ۶ عدد شکسته بود,2
554,چندین ساعت پس از خرید، از پشتیبانی تماس گرفتند و گفتند یک قلم (اصلی) تمام شده. در ماههای اخیر چندمین بار است این اتفاق می افتد. حداقل، باید همزمان با اتمام کالا، بلافاصله یا با فاصله خیلی کم، کالا را از روی اپلیکیشن حذف کنید، تا خریدار در فرصت مناسب خودش طور دیگری تصمیم بگیرد.,1
555,بسته بندی پاره ویفر همش خورد بود,2
556,"همه پلاستیک ها به هم گره زده میشن
قبلا هم نوشتم من دیسک کمر دارم نمی تونم بار سنگین بردارم پیک هم اسنپ باکسه نمیاره داخل حیاط وسط کوچه از وانت می ذاره پایین و میره 
تماس هم گرفتید دوباره گفتم اما کارشناس گفت به خاطر این که خرید ها گم نشه به هم گره می زنن 
ایا راه دیگه ای نداره؟
از دیجی کالا یاد بگیرید کارتن می کنه خیلی شیک و با کلاس میارن 
بسته بندی ماکارونی سالم بود مجبور شدم یکیشو انتخاب کنم تا تایید و ارسال فعال بشه اینم یه اشکال فرم نظر خواهیه که مجبور می کنه دروغ بنویسی",1
557,"با سلام و احترام
پچ پچ کاکایویی پک ۸ عددی خریداری،شده بود. ولی ۹ عدد فرستاده بودند.
خواهشمندم مبلغ پچ پچ اضافه فرستاده شدا رو از اعتبار کم کنید.
متشکرم",1
558,تعداد کروسان ارسالی با مغز کرم توت فرنگی ۷ عدد بود، در صورتی که تعداد ۸ عدد سفارش داده شده بود.,2
559,سفارش برنج ایرانی طارم محلی دادم ولی برنج ایرانی پر محصول جی ال ارسال شده است.متاسفانه برای دومین مرتبه این موضوع تکرار شد.,1
560,۲۰ تا کروسان کهنه رو میخورم و دعاتون میکنم ?,1
561,"سلام 
با ۵۵ درصد تخفیف عسل ،قیمتش با قیمت درج شده روی محصول هماهنگ نیست",1
562,از ۱۵ تا تخم مرغ ۸ تاش شکسته بود‌.چه وضعشه آخه,2
563,"چیپس ترکیده بود و پاره شده 
عکسش موجوده",2
564,سلام متاسفانه بسته بندیتان بسیار ضعیف است و اکثرا سفارش های من آسیب می بینند لطفا از کارتن استفاده فرمایید .اگر اینچنین هر دفعه یه اشکالی برای بارهایم پیش بیاید ناچارا دیگر از شما خرید نخواهم کرد .لطفا رسیدگی فرمایید .ممنون,1
565,لطفا اجناس ارسالی دارای تاریخ انقضای مناسب باشد و کالا با تاریخ نزدیک به انقضا ارسال نشود.کشک ارسالی در سفارش من از دو ماه تاریخ انقضا فقط ۱۵ روز تا انقضا معتبر است,1
566,قهوه شکسته بود و پشتیبانی ضعیف برای مرجوعی,2
567,پیک بسته را در آسانسور ساختمان ۴۰ واحدی رها کرده بود و رفته بود و بعد از حدود ۳ ساعت توسط یکی از همسایه و پرس و جوی او به ما رسید.,1
568,سلام خسته نباشید ، سفارش بنده را پیک موتور آورد و بعلت عدقت و توجه و نابلدی بودن ، روغن‌ها و سایر اقلام را روی بستنی زمستانه ها گذاشته و همه رو به و خراب کرده ، بیار بد رفتار کرد، لطفاً رسیدگی بفرمایید، متشکرم,1
569,اشتباه آوردن کالا,1
570,سلام ۶۰درصد خیارها آسیب دیده ویاکهنه بود واز کیفیت نارنگی هم اصلا راضی نبودم چون آسیب دیده وبعضی هم له بودن در کل به هیچ وجه راضی نبودم,1
571,من 2 تا آبمیوه انبه شریسا خریدم دونه‌ای 39 تومن، وقتی به دستم رسیده رو خود کارتنش نوشته حداکثر قیمت برای مصرف کننده 34 تومان... اونوقت تو فاکتور برام زدن سود شما از این خرید 10 تومان!!!! این در حالیه که 10 تومان ازم اضافه گرفتن... و جای تاسفه که وقتی وارد گزینه سوپرمارکت توی اسنپ میشیم، روی گزینه‌ی هایپراستار نوشته 50 درصد تخفیف بیشتر! این در حالیه که نه تنها تخفیف نداره بیشتر هم گرفتن.,1
572,با عرض سلام و خسته نباشید خدمت شما و همکارانتان ،نمیدونم چرا وقتی به شما زنگ میزنم و رنگ طوسی سفارش میدهم،چرا یک رنگ دیگه میفرستید،ممنون میشم اگه عوضش کنید ??,1
573,پیک زنگ زد گفت بسته رو می‌گذارم تو آسانسور بردارید، ازش خواهش کردم که بیاره بالا تحویل بده، آورد ولی آنچنان با لگد زد به درب آسانسور که باز بشه که درب آسانسور به دیوار برخورد کرد و وقتی به کارش اعتراض کردیم گفت مگه آسانسور مال شما هست؟ ازش بپرسید آسانسور مال کی هست، لطفاً رسیدگی کنید,1
574,"احتراما 2 عدد کوردون بلو یک کیلوگرمی ب. آ خریداری کردم، یکیش مشکلی نداره ولی متاسفانه یکیش تاریخ مصرفش 4 آبان ماه تمام شده در واقع فروشگاه جنسی برای بنده ارسال کرده که 2ونیم ماه از انقضاش گذشته است.
بخش کنترل کیفیت دقیقا کجای این محصول را کنترل کرده؟
من که مشتری وفادار شما بودم،شدیدا عصبانی و آزرده هستم، بفرمائید چکار کنم؟؟ ممنون",1
575,سلام . وقتتون بخیر . برخلاف انتظارم نان بسیار بی کیفیتی بدستم رسید و انداختم سطل آشغال .,1
576,تعداد 3 عدد سفارش دادم ولی شما تعداد 2 عدد ارسال کردید.,1
577,فاير پرور هديه ارسال نشده بود.,1
578,"سلام وقت بخیر
وقتی مشتری محصولی از سایت انتخاب می کند همان محصول را می خواهد اگر به هر دلیل محصول مورد نظر مشتری موجود نبود باسلیقه ی شخصی خودتان جایگزین نکنید
با مشتري تماس بگیرید وبا اجازه ایشان جایگزین کنید
این عسلی که برام فرستاده شده به کارم نمیاد??
باید پیک شما به درب منزل مراجعه کند و عسل را پس بگیرد. و مبلغ عسل را مسترد کند",1
579,بیسکویت قهوه لاو ملت نادری بقیمت ۱۴هزار تومن ارسال نشده بود.,1
580,طبق معمول خیار درختیهای هایپراستار فوق العاده بزرگ هستند. تو نظرخواهیهای قبلی هم گفتم پیش خودم فکر کردم احتمالا اینبار اصلاح شده ولی متاسفانه همون کیفیت را داره,1
581,پاکت شکر پاره شده بود و مقداری از شکر ها ریخته بود تو نایلون انتظار دارم کالاها سالم به دستم برسه,2
582,"کالای دستمال کاغذی توسط ""هایپر استار"" فاکتور نشد و طبیعتا در محصولات تحویل داده شده هم قرار نداشت.",2
583,"سلام
عکس تبلیغ در اپلیکیشن هیچ گونه شعله و ناخالصی ندارد در صورتی که کوشت ارسالی شعله و ناخالصی دارد
لطفا رسیدگی فرمایید
عکس هم نمی شود ارسال کرد",1
584,من هات داگ پنیریگوشت سفارش دادم ولی برای من هات داگ پنیری مرغ ارسال کردید !!!,1
585,عكس محصول با محصولي كه فزستاده ميشه فرق داره.كره هاي كاله هر دو سري اينجوري بود.كد تخفيف تون كار نميكنه و پذيرفتع نميشه,1
586,"شلغم یخ زده بود
۳تا تخم مرغ هم شکسته بود",2
587,محصول ارسالی گرم و خمیر شده بود و مارک ارسالی از شرکت های متفرقه بوده,2
588,متأسفانه پیک اقلام خریداری شده را پشت در رها کرده و رفته بود??,2
589,سلام ۱- در آخرین لحظات تحویل شد ۲- پاکت سوراخ بود,1
590,قیمت با تخفیف ۱۰ درصد که خرید کردم ۱۱۲ بود اما ۱۱۸ حساب شده بود,1
591,سلام. وقتتون بخیر. کالا ها درست بسته بندی نمی‌شوند مثلا من پنیر سفارش داده بودم پلاستیک پاره شده بود و پنیر از داخل پلاستیک به بیرون افتاده بود.,2
592,درب مایع لباسشویی شکسته شده و کمی از مایع به داخل کیسه ریخته شده بود. از در ظرف قبلی برای آن استفاده کردم.,2
593,سلام خیلی دير تحويل شد . ۳عدد خامه سفید پاک ۱۰۰ گرم بدون تاریخ ارسال شده,1
594,"پیک بدون توجه به پلاک ساختمان با تماس تلفنی، بنده و به مدت طولانی در سرما نگه داشته و طلب کار هم بودن.
به پیک یاد بدین زنگ در و بزنه و بسته و درب واجد تحویل بده",1
595,"روی جعبه پودر صابون رختشویی قیمت مصرف کننده ۲۷۵۰۰ تومان درج شده در صورتی که شما قیمت اصلی را ۴۷۳۵۰ تومان نوشتید و با ۲۵٪ تخفیف ۳۵۵۱۳ تومان می دهید یعنی عملا تخفیف که ندادید هیچ، ۱۰ هزار تومان هم بیشتر گرفتید!!!!!!!!!! مردم با دیدن این کارها رغبت به خرید از شما را از دست می دهند. پول اضافی ای که گرفتید را برگردانید.
در ضمن نسبت به موضع گیری ای که شرکت شما و چند شرکت دیگر نسبت به اغتشاشات اخیر داشت هم اعتراض داشتم. مگر کسب و کار شما زیر سایه امنیت و امکانات همین نظام گسترش پیدا نکرده که حالا شما شدید برانداز؟!؟!؟!؟!؟! اگر از این کار ابراز پشیمانی نکنید، مجبور می شویم استفاده از خدمات اسنپ و امثال شما را تحریم کنیم.",0
596,تخم مرغ ۴عدد شکسته بود,2
597,مایع نرم کنند لباس با اینکه با چسب بسته شده بود ریخته بود دوستی که وسایل و جمع کرده حداقل به خودش زحمت میداد در مایع و چک و سفت میکرد یا مدقع چسب زدن تست میکردند تا این اتفاق نیفته,2
598,چرا گوجه خراب میذارید آخه؟ اونم زیر میذارید که مثلا دیده نشه؟ قشنگ آب انداخته بود.,2
599,"اسپري بلك افگند خواستم،ژوپ آووردن
لطفا
اينو تو اسرع وقت تعويض كنيد.
ممنون",1
600,آدامس نبود داخل کالا ها,1
601,با عرض سلام خدمت شما دبه ماست تحویلی سر دبه کاملا شل و پلمب سر دبه باز میباشد لطفا پیگیری بفرمایید,1
602,نان ها مانده و به نظر فاسد هستند.,1
603,بستنی زمستانی ارسال نشد,1
607,بدون اطلاع گذاشته تو اسانسور,1
611,9 تخم مرغ شکسته,2
614,پیک گفته چه خبره امقد خرید کردین اونم گذاشته تو اسانسور,1
616,نارنگی بی کیفیت,1
622,شامپو ها ریخته,2
625, گوشت بی کیفیت,1
626,پنیر له شده بود,2
627,میوه ها بی کیفیت,1
635,پیک زنگ زده گفته من نمیتونم سفارشو بیارم کنسل کن یکی دیگه زنگ زده گفته من پیکم شماره کارت میدم پولو بریز بیارم راننده قبلی گفته من که نمیارم بشین تا صبح برسونم دستت نهایت 12 شب تحویل دادن,1
638,ریکا ریخته تو کیسه,2
639,نارگیل کپک داشته,1
640,"اعلام عدم موجودی بعد از گذشت چندین ساعت از واریز وجه 
اگه موجودی ندارین چرا ثبت سفارش میکنین
اگر دارین چرا ارسال نمیکنین 
اونم به دلیل تغییر قیمت !!!!",1
641,مشتری با اعتماد به شما خرید میکنه لطفاسعی کنید این اعتمادو جلب کنید,1
642,سبزیجات و صیفی‌جات پیش از ارسال از نظر تازگی بررسی شود.,1
643,"کیفیت محصولی که با عنوان درجه یک عرضه میشود، این نیست؛ این پیازها با اغماض درجه ۲ محسوب می‌شوند... 
شایسته است با ارسال این محصولات برای مشتریان خود، از اعتباری که با عملکرد خوبتون برای اسنپ مارکت کسب کرده‌اید، نکاهید... 
ممنون",1
644,تخم مرغ ها نصفشون شکسته بودن متأسفانه,2
645,در مورد شیر یه توضیحی بدم که من اول یه مدل شیر دیگه انتخاب کرده بودم بعد از اسنپ مارکت زنگ زدن گفتن این مدل تموم شده و ما فقط میتونیم براتون شیر کم چرب کاله را جایگزین کنیم هرچی گفتم پس این همه شیر دیگه توی اپلیکیشن به من نشون میده چرا فقط زوری میخواهین با شیر کم چرب کاله جایگزین کنین گفتن سیستم ما با مال شما فرق میکنه!!! و ما میتونیم فقط با شیر کم چرب کاله جایگزین کنیم یا کلا حذف کنیم بدون شیر بیاد!!! واقعا این چه توجیحی بود که اسنپ اجازه نمیداد من با شیر دلخواه خودم جایگزین کنم؟؟؟,1
646,با سلام و احترام ، رنگ آبی شیشه پاک کن سفارش داده شده بود که رنگ نارنجی آن ارسال شده است. در زمان دریافت کالاها دقت نکردم و تصورم می کردم اشتباه از من بوده ولی بعدا که دوباره سفارش را از سایت کنترل کردم متئجه شدم درست سفارش ثبت کرده بودم، ولی در جمع آوری و ارسال اشتباه شده است.,1
647,تاریخ تولید هات چاکلت مربوط به دی ماه سال پیش است و با قیمت قبل از تخفیف مندرج در سایت تفاوت داشت، دیدن این تفاوت و تاریخ تولید خوشایند نبود,1
